""	"protein"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"significant"	"mean_mouse"	"mean_naked mole rat"	"ngood_mouse"	"ngood_naked mole rat"
"880"	"P01901"	3.36227952802605	27.1745627635744	15.112286324017	2.50936307078418e-06	0.000866491055102697	5.53014041202867	TRUE	25.4934229995614	28.8557025275874	3	3
"881"	"P01901;P06339;P01897;P14427;Q8HWB2;Q4KN81"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"882"	"P01942"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"883"	"P02463"	NA	27.8258007578445	NA	NA	NA	NA	NA	27.8258007578445	NA	2	0
"884"	"P02468"	-2.84964504306477	27.1675448479323	-10.1940035239639	2.99076367113577e-05	0.00180567356644822	3.19607045443565	TRUE	28.5923673694647	25.7427223263999	3	3
"885"	"P02469"	-0.914400013075861	28.8839422471443	-4.12805464848686	0.00512351855194614	0.0263573196985916	-2.22113224050916	TRUE	29.3411422536822	28.4267422406063	3	3
"886"	"P02798"	0.203530419016193	28.5571950541256	0.27734986513447	0.791576771760896	0.861851465099611	-6.81591956415598	FALSE	28.4757828865192	28.6793133055354	3	2
"887"	"P02802"	NA	28.7832272028885	NA	NA	NA	NA	NA	28.7832272028885	NA	3	0
"888"	"P03888"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"889"	"P03930"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"890"	"P03958"	NA	26.9988830648796	NA	NA	NA	NA	NA	26.9988830648796	NA	3	0
"891"	"P04202"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"892"	"P04627"	-0.233651451416297	24.9622559137744	-0.512109413941762	0.632521421995112	0.73853316933498	-6.4758987992877	FALSE	25.0206687766285	24.7870173252122	3	1
"893"	"P04627;P28028"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"894"	"P04925"	0.918218564549261	27.6570243756142	2.31171607403955	0.0566363960029078	0.134021999686794	-4.74608574902184	FALSE	27.1979150933395	28.1161336578888	3	3
"895"	"P05017"	NA	26.4288383872926	NA	NA	NA	NA	NA	26.4288383872926	NA	3	0
"896"	"P05063"	3.6010851896044	26.3055185442481	6.99800889407724	0.00135800729784635	0.0116896192549269	-0.268463159466977	TRUE	23.6047046520448	27.2057898416492	1	3
"897"	"P05064"	-8.65602323304293	28.3831860200479	-6.79065587418613	0.000345843897177785	0.0055887859517912	0.666600137776714	TRUE	32.7111976365693	24.0551744035264	3	3
"898"	"P05064;A6ZI46"	-1.4464405326852	32.9997093049816	-4.74538469668403	0.00252399692785036	0.0165244230802809	-1.46062691729992	TRUE	33.7229295713242	32.276489038639	3	3
"899"	"P05064;A6ZI47"	0.34750100692934	32.0857909310547	0.532123923997705	0.612242123440334	0.722621914361969	-6.81262544654212	FALSE	31.91204042759	32.2595414345194	3	3
"900"	"P05064;A6ZI47;A6ZI46"	-0.574982047664165	31.4942393685168	-0.604785806221328	0.565719273448046	0.68102511262217	-6.76766293154601	FALSE	31.7817303923489	31.2067483446847	3	3
"901"	"P05064;P05063"	-0.853869558042356	31.9930256702326	-1.70166475703441	0.135654582794099	0.245355010698103	-5.60351775579055	FALSE	32.4199604492537	31.5660908912114	3	3
"902"	"P05064;Q91Y97;A6ZI47;A6ZI46;P05063"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"903"	"P05132"	-6.19206158852839	25.8883884896541	-10.2848104273717	0.000259156748638541	0.00486093859230068	1.27322021250777	TRUE	27.4364038867862	21.2443422982578	3	1
"904"	"P05201"	-3.38243826427941	28.4147067303764	-10.0018503639989	3.36442458402931e-05	0.00193221404729671	3.07835401513607	TRUE	30.1059258625161	26.7234875982367	3	3
"905"	"P05202"	-0.312643882304628	30.4662179126992	-1.21442250234457	0.266641952491723	0.39484116616934	-6.21168392591376	FALSE	30.6225398538515	30.3098959715469	3	3
"906"	"P05213;P68368"	0.429713982734047	29.692277676728	0.162808575468773	0.876449204849191	0.922499925781945	-6.8450865035374	FALSE	29.4344492870875	29.8641632698216	2	3
"907"	"P05213;P68368;P68369;P05214"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"908"	"P05213;P68368;P68369;P05214;P68373"	0.272991683477092	31.2343001311308	0.32535201129088	0.75508230798335	0.834172246787526	-6.91101148593775	FALSE	31.0978042893922	31.3707959728693	3	3
"909"	"P05213;P68368;P68369;P05214;P68373;Q9JJZ2"	0.331569132035392	33.8904277251712	1.27533939660021	0.245653284077274	0.373767877453241	-6.14176597360959	FALSE	33.7246431591535	34.0562122911889	3	3
"910"	"P05213;P68368;P68369;P05214;P68373;Q9JJZ2;Q3UX10"	-2.61229233483226	30.7287468143371	-1.87055206946992	0.114697565228016	0.217535041904967	-5.28196286135036	FALSE	32.2961222152365	29.6838298804042	2	3
"911"	"P05213;P68368;P68369;P68373"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"912"	"P05213;P68368;P68369;P68373;Q3UX10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"913"	"P05213;P68368;P68373;Q9JJZ2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"914"	"P05213;P68369"	0.92509602707132	26.0493325429158	2.85732071363788	0.0263137768033936	0.0792166566210486	-3.95745569721032	FALSE	25.5867845293801	26.5118805564514	3	3
"915"	"P05213;P68369;P05214;P68373"	-2.14560955568044	32.4002332667324	-3.57798042104973	0.0101035344405225	0.0417491104685851	-2.94714408328307	TRUE	33.4730380445726	31.3274284888922	3	3
"916"	"P05213;P68369;P68373"	0.466782918484195	33.2766403905526	1.25515846204891	0.252442633802711	0.381030600395967	-6.16516008969304	FALSE	33.0432489313105	33.5100318497947	3	3
"917"	"P05480"	-0.326575627313169	26.0956823786102	-0.939788303120045	0.380754519697009	0.50958740674966	-6.49782969160034	FALSE	26.2589701922668	25.9323945649537	3	3
"918"	"P05622"	2.25291864713571	26.2081593276302	4.65071755097391	0.00280332255391889	0.0175844778382185	-1.57346643808167	TRUE	25.0817000040624	27.3346186511981	3	3
"919"	"P05627"	0.810894050471218	23.9477517689693	1.22498422637331	0.280377009874528	0.409130198699084	-5.99114250349953	FALSE	23.5423047437337	24.3531987942049	2	2
"920"	"P05977;P09542"	-0.834425260600677	30.6349407412889	-1.05987308999723	0.326797992763705	0.459738147101561	-6.37900109735122	FALSE	31.0521533715892	30.2177281109885	3	3
"921"	"P06151"	-2.09290316772512	33.1053936782427	-7.87796212946436	0.000143913696021209	0.00346596656219862	1.58940893976916	TRUE	34.1518452621053	32.0589420943801	3	3
"922"	"P06151;P00342"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"923"	"P06151;P00342;P16125"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"924"	"P06537"	-1.46843269351242	26.3175276302406	-4.90521783977868	0.00212018708977855	0.0145610793106578	-1.27319471529938	TRUE	27.0517439769968	25.5833112834844	3	3
"925"	"P06745"	-3.46222547847544	30.5943330610437	-11.8173735372632	1.19000795237091e-05	0.00128102595662826	4.09873260308997	TRUE	32.3254458002814	28.863220321806	3	3
"926"	"P06745;CON__Q3ZBD7"	-1.68672045631413	31.8219261603699	-6.61907652876783	0.000401183837811137	0.00609180185962988	0.509067341191511	TRUE	32.665286388527	30.9785659322129	3	3
"927"	"P06797"	NA	28.2234737630752	NA	NA	NA	NA	NA	28.2234737630752	NA	3	0
"928"	"P06801"	-1.50268170118768	26.6306124793307	-4.93125051766622	0.00206152588772393	0.0144029289078878	-1.24303126511435	TRUE	27.3819533299245	25.8792716287369	3	3
"929"	"P06802"	-1.66418752340606	27.4919987215194	-4.65449345654094	0.0027915424714226	0.0175844778382185	-1.56893957442536	TRUE	28.3240924832224	26.6599049598163	3	3
"930"	"P07091"	-2.69081174712936	30.0169261573453	-1.29791137904362	0.238248292283462	0.367127021111737	-6.11533721913942	FALSE	31.3623320309099	28.6715202837806	3	3
"931"	"P07214"	-1.02369832709337	30.3590343651434	-3.94585650660527	0.00638315634453534	0.0302921185913702	-2.45668646926846	TRUE	30.87088352869	29.8471852015967	3	3
"932"	"P07310"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"933"	"P07356"	0.116557799451822	34.0448478991738	0.453484955384487	0.664873012356326	0.762989172310705	-6.85531333785508	FALSE	33.9865689994479	34.1031267988997	3	3
"934"	"P07607"	NA	24.9931088234494	NA	NA	NA	NA	NA	24.9931088234494	NA	3	0
"935"	"P07742"	-1.97571711473215	26.1165207820631	-3.95108281704041	0.00634258847258205	0.0301324940877751	-2.44986033304848	TRUE	27.1043793394292	25.128662224697	3	3
"936"	"P07901"	1.16078622602573	32.5343259459925	5.23831310485543	0.00149101217478503	0.0120922200070719	-0.89484232401721	TRUE	31.9539328329796	33.1147190590054	3	3
"937"	"P07901;P11499"	0.457843063333294	33.5109976901726	1.75500178771982	0.125733587066679	0.23327524668325	-5.53148951498159	FALSE	33.282076158506	33.7399192218393	3	3
"938"	"P08003"	-0.578492497694689	31.9573644667036	-2.53519620657306	0.0412385877619488	0.107389572940873	-4.42267679198971	FALSE	32.246610715551	31.6681182178563	3	3
"939"	"P08030"	0.10454186016379	27.6375555194364	0.237485444431048	0.819552768149977	0.884018829565248	-6.93892716392432	FALSE	27.5852845893545	27.6898264495183	3	3
"940"	"P08113"	-0.0810043160566672	33.8954004605805	-0.335944320126924	0.747439908703792	0.827801600798824	-6.90707452726927	FALSE	33.9359026186089	33.8548983025522	3	3
"941"	"P08113;P11499"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"942"	"P08121"	-1.01111233096191	30.9434821958515	-3.13618169095891	0.0180132912031076	0.060889406578467	-3.55996710408153	FALSE	31.4490383613325	30.4379260303706	3	3
"943"	"P08121;CON__P04258"	0.643071687308	30.5381542590032	1.26683711358863	0.248494091119128	0.376640102543532	-6.15164935584124	FALSE	30.2166184153492	30.8596901026572	3	3
"944"	"P08122"	NA	27.8513222140558	NA	NA	NA	NA	NA	27.8513222140558	NA	3	0
"945"	"P08207"	1.3149688912712	30.3942912818703	2.59605128712732	0.0378518245551486	0.101132072121224	-4.33453643799672	FALSE	29.7368068362347	31.0517757275059	3	3
"946"	"P08228"	-1.38062977054972	28.5405608731774	-1.54077588686243	0.170286710116801	0.290744826739094	-5.8153186191102	FALSE	29.2308757584523	27.8502459879026	3	3
"947"	"P08249"	-0.344315218483147	32.0380943804372	-1.17919019077735	0.279467678796202	0.408626303305446	-6.25114164979418	FALSE	32.2102519896788	31.8659367711956	3	3
"948"	"P08556"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"949"	"P08556;P32883;Q61411"	0.873517146131411	27.3364133350173	2.44645443828548	0.0467548691583254	0.116739469403355	-4.55122454609142	FALSE	26.8996547619516	27.773171908083	3	3
"950"	"P08556;Q61411"	-0.0217501486847856	24.5787116756549	-0.0525574475635826	0.960320068642543	0.976722353390065	-6.62709156311299	FALSE	24.5950242871685	24.5732741384837	1	3
"951"	"P08752"	-0.463357375119178	29.5960894074715	-1.68860565112435	0.138195613148864	0.248340773194756	-5.62102678913575	FALSE	29.8277680950311	29.3644107199119	3	3
"952"	"P08752;B2RSH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"953"	"P08775"	-0.28404663014318	25.9881167826408	-0.674930545313931	0.522872846720222	0.642070131269154	-6.71941763432633	FALSE	26.1301400977124	25.8460934675692	3	3
"954"	"P09025"	NA	24.6778992673896	NA	NA	NA	NA	NA	NA	24.6778992673896	0	3
"955"	"P09025;P09632"	NA	24.5973545599279	NA	NA	NA	NA	NA	NA	24.5973545599279	0	1
"956"	"P09025;P09632;P23463"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"957"	"P09055"	-0.514833693584041	30.1879514670914	-2.20100421649226	0.0663515893107528	0.150145944161292	-4.90549480877051	FALSE	30.4453683138834	29.9305346202994	3	3
"958"	"P09103"	-0.312371285580608	33.4546284240794	-1.09565912600486	0.311958420444286	0.443744520180403	-6.34162659680777	FALSE	33.6108140668697	33.2984427812891	3	3
"959"	"P09405"	-0.192576804075495	31.45058077696	-0.720390040722204	0.49623753968602	0.617269886205805	-6.68570178141072	FALSE	31.5468691789977	31.3542923749223	3	3
"960"	"P09411"	-1.23566082713575	32.9211662343259	-4.74535142632713	0.00252408946981977	0.0165244230802809	-1.46066633489114	TRUE	33.5389966478938	32.303335820758	3	3
"961"	"P09450"	NA	24.0646580747916	NA	NA	NA	NA	NA	NA	24.0646580747916	0	2
"962"	"P09470"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"963"	"P09528"	3.29360130971742	27.0171775860956	1.47176684268025	0.206856133580447	0.332915073185562	-5.57073140774247	FALSE	24.5469766038075	27.8405779135249	1	3
"964"	"P09541"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"965"	"P09671"	2.82121789131387	31.3076680691511	12.8654300445026	6.96936724739535e-06	0.00116395730994777	4.6053653831642	TRUE	29.8970591234942	32.718277014808	3	3
"966"	"P09922"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"967"	"P09922;Q9WVP9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"968"	"P09925"	0.0348043507649229	25.8105478190485	0.0606555072354324	0.954904989436316	0.974374981115968	-6.56861211929832	FALSE	25.7873449185385	25.8221492693034	1	2
"969"	"P09926"	NA	25.8054453394467	NA	NA	NA	NA	NA	25.8054453394467	NA	2	0
"970"	"P0C0A3"	-0.113145773892652	26.5477535303368	-0.406798982979774	0.697147547906955	0.788576734517703	-6.87762883320315	FALSE	26.6043264172831	26.4911806433905	3	3
"971"	"P0C5K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"972"	"P0C605"	2.38861946654663	23.3375147056582	1.01511519083452	0.361114041047909	0.492242940243104	-6.07283336316082	FALSE	22.7403598390216	25.1289793055682	3	1
"973"	"P0C7N9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"974"	"P0C8K7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"975"	"P0DN34"	-1.30036791266664	27.1938704918533	-3.78882262023276	0.00774596998340873	0.0345760336406719	-2.66366860896813	TRUE	27.8440544481866	26.5436865355199	3	3
"976"	"P0DOV1"	NA	26.1896446191127	NA	NA	NA	NA	NA	26.1896446191127	NA	3	0
"977"	"P0DOV1;E9Q3L4;P0DOV2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"978"	"P0DOV1;P0DOV2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"979"	"P0DOV1;Q8CGE8"	NA	26.8299944009024	NA	NA	NA	NA	NA	26.8299944009024	NA	3	0
"980"	"P0DOV1;Q8CGE8;P0DOV2"	NA	26.9709320736556	NA	NA	NA	NA	NA	26.9709320736556	NA	3	0
"981"	"P0DOV2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"982"	"P0DP28;P0DP27;P0DP26"	-0.503727255883133	32.3014322017957	-1.17624442216277	0.280563297773579	0.409264649470386	-6.25440695306243	FALSE	32.5532958297372	32.0495685738541	3	3
"983"	"P0DP28;P0DP27;P0DP26;Q9D6P8"	-0.315160760660026	32.8299177767543	-1.25077557890127	0.253938431840697	0.38212096747714	-6.17021094238244	FALSE	32.9874981570843	32.6723373964243	3	3
"984"	"P10107"	-2.22343005165432	31.4237618307077	-7.24459444493063	0.000236763836219908	0.0045540371506546	1.06717265539416	TRUE	32.5354768565349	30.3120468048806	3	3
"985"	"P10126"	0.283992484220443	34.1192243023407	0.880918813993833	0.409589885049102	0.538725334435233	-6.55212963586013	FALSE	33.9772280602305	34.2612205444509	3	3
"986"	"P10126;P62631"	0.123226638112044	34.25418231293	0.341607503178813	0.743366464585083	0.823919944301722	-6.90491966318573	FALSE	34.1925689938739	34.315795631986	3	3
"987"	"P10287"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"988"	"P10404"	NA	26.2772547963161	NA	NA	NA	NA	NA	26.2772547963161	NA	3	0
"989"	"P10404;P11370"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"990"	"P10404;P11370;B2RQY6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"991"	"P10493"	-0.704531136578213	26.6325395864101	-0.477353185529606	0.65522102538335	0.756223791233443	-6.49545076373558	FALSE	26.8086723705547	26.1041412339765	3	1
"992"	"P10518"	0.698763659136829	28.0465714695899	3.00545977741787	0.0214881504683885	0.0690278243236102	-3.74546306022946	FALSE	27.6971896400215	28.3959532991583	3	3
"993"	"P10605"	-4.57266473376559	29.8852148081213	-12.4893718544467	2.89715943111247e-05	0.00180567356644822	3.29577417422079	TRUE	31.7142807016275	27.1416159678619	3	2
"994"	"P10630"	0.0466400551482335	28.7347373117077	0.133639612897262	0.89770937156878	0.937094659995742	-6.96082863244767	FALSE	28.7114172841336	28.7580573392819	3	3
"995"	"P10630;P60843"	0.689004274037311	31.0028179450358	2.4302343854794	0.0478433989792974	0.118534092368136	-4.57471118390804	FALSE	30.6583158080172	31.3473200820545	3	3
"996"	"P10639"	-1.0261553200882	31.7765987537532	-2.57146964580971	0.0391834104497943	0.103544246337541	-4.37013417702086	FALSE	32.2896764137973	31.2635210937091	3	3
"997"	"P10649"	-0.804652408205665	29.7073617722771	-1.30581251324808	0.253928286972877	0.38212096747714	-5.76318040108819	FALSE	29.9085248743285	29.1038724661228	3	1
"998"	"P10649;P15626;F6Y363;P48774;Q8R5I6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"999"	"P10649;P15626;F6Y363;Q8R5I6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1000"	"P10649;P15626;P19639;O35660"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1001"	"P10649;P19639"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1002"	"P10711"	-0.183122425918553	28.0036703124957	-0.652521561011274	0.536333482145631	0.65416432292005	-6.73533576489689	FALSE	28.0952315254549	27.9121090995364	3	3
"1003"	"P10711;Q9QVN7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1004"	"P10833"	2.32643380356804	27.3594116350609	2.21878449004963	0.0646834945179293	0.147365807040857	-4.8799555503278	FALSE	26.1961947332769	28.522628536845	3	3
"1005"	"P10852"	-3.44362858822641	27.8649302388454	-5.6663680370101	0.000968844970516962	0.00968557809666022	-0.432212803514361	TRUE	29.5867445329586	26.1431159447322	3	3
"1006"	"P10922"	0.214205985821161	30.1333934312461	0.493279663740182	0.637956137206288	0.742000053761941	-6.8345012722633	FALSE	30.0262904383355	30.2404964241566	3	3
"1007"	"P11031"	1.38312724660482	30.1075756581031	2.9530300876395	0.023078119149416	0.0728544545697249	-3.82029544371293	FALSE	29.4160120348007	30.7991392814055	3	3
"1008"	"P11087"	-2.44823714275978	31.6649229203824	-6.75329155236792	0.00035711583049313	0.00570823798145229	0.6325886268047	TRUE	32.8890414917623	30.4408043490025	3	3
"1009"	"P11087;CON__Q862S4"	NA	30.2301841645804	NA	NA	NA	NA	NA	30.2301841645804	NA	3	0
"1010"	"P11103"	-0.324909194762718	26.8218826335219	-1.46158678160779	0.190212906430012	0.314035512438762	-5.9160468596018	FALSE	26.9843372309033	26.6594280361405	3	3
"1011"	"P11276"	0.456436491950551	30.5858642001734	1.35221609732664	0.221230578838098	0.34932412866299	-6.05065905842995	FALSE	30.3576459541981	30.8140824461487	3	3
"1012"	"P11352"	-1.70538762825339	27.9344110093746	-5.2453584298893	0.00148018837849071	0.0120922200070719	-0.887015962683533	TRUE	28.7871048235013	27.0817171952479	3	3
"1013"	"P11404"	NA	26.5404422477882	NA	NA	NA	NA	NA	26.5404422477882	NA	3	0
"1014"	"P11438"	NA	30.0591147190607	NA	NA	NA	NA	NA	30.0591147190607	NA	3	0
"1015"	"P11440"	NA	25.1575353408536	NA	NA	NA	NA	NA	25.1575353408536	NA	2	0
"1016"	"P11440;Q80YP0;P97377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1017"	"P11499"	0.139261137404596	32.8722169198005	0.59656924350224	0.570873264657131	0.68495337605977	-6.77300681158832	FALSE	32.8025863510982	32.9418474885028	3	3
"1018"	"P11531"	-2.80611247977499	27.1401125467331	-3.81367883105178	0.0149580674746201	0.0536491083433776	-2.80055956967776	FALSE	29.2446969065644	26.4385844267894	1	3
"1019"	"P11688"	-0.189751948910556	27.6199311284186	-0.413978857871616	0.692137177204931	0.784542453535811	-6.87434608065698	FALSE	27.7148071028739	27.5250551539633	3	3
"1020"	"P11862"	-2.34454360353514	27.452135973321	-6.51520352033286	0.00183169973667807	0.0135169722072706	-0.570154416310174	TRUE	28.0382718742048	25.6937282706697	3	1
"1021"	"P11881"	-2.10290731826533	25.6750028472116	-3.03348108462909	0.025451595389348	0.0775319447494715	-3.71881428477116	FALSE	26.5161657745178	24.4132584562524	3	2
"1022"	"P11881;Q9Z329"	2.71324487184278	24.5329850546882	1.65797611637865	0.144334703097072	0.256719703094506	-5.66188721184894	FALSE	23.1763626187668	25.8896074906095	3	3
"1023"	"P11983"	0.0253542408049456	30.466696464834	0.111796171709516	0.914340931804069	0.948601439272622	-6.96388557471831	FALSE	30.4540193444315	30.4793735852365	3	3
"1024"	"P12023"	2.63379829147793	26.7985668993444	7.64069953821254	0.000172728886534582	0.00398293439460224	1.39854805917503	TRUE	25.4816677536054	28.1154660450833	3	3
"1025"	"P12265"	NA	27.8648532626161	NA	NA	NA	NA	NA	27.8648532626161	NA	3	0
"1026"	"P12367"	-0.858813006683157	27.492244355364	-2.44675331748683	0.0467350542205998	0.116739469403355	-4.55079172442741	FALSE	27.9216508587056	27.0628378520224	3	3
"1027"	"P12382"	-2.2534105039414	30.3401692295568	-7.39510416331474	0.000209689028290911	0.00429961417915373	1.19501424636812	TRUE	31.4668744815275	29.2134639775861	3	3
"1028"	"P12399"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1029"	"P12399;P12400"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1030"	"P12787"	-0.888406212191692	29.4138907332916	-3.1589239507983	0.0174730554265236	0.0596841125341322	-3.52786730893842	FALSE	29.8580938393874	28.9696876271957	3	3
"1031"	"P12815"	2.68896005247606	28.0301003499178	7.45969987570842	0.000199162620800892	0.00425695302466949	1.24914943344448	TRUE	26.6856203236798	29.3745803761558	3	3
"1032"	"P12970"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1033"	"P12970;A0A140T8L1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1034"	"P12970;A0A140T8L1;A0A140T8L3"	-0.490572683106434	30.5266355608278	-1.57058856969228	0.163299329370394	0.282139183137164	-5.77675589139985	FALSE	30.771921902381	30.2813492192746	3	3
"1035"	"P12970;A0A140T8L1;A0A140T8L3;V9GX35"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1036"	"P13020"	-2.13195378488341	31.314462748969	-6.73634011673262	0.0003623666850047	0.00576999259969022	0.617104671504737	TRUE	32.3804396414107	30.2484858565273	3	3
"1037"	"P13346"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1038"	"P13439"	NA	26.347786931872	NA	NA	NA	NA	NA	26.347786931872	NA	3	0
"1039"	"P13595"	-1.0004609831538	30.3107263891253	-3.85293007723392	0.00715435092406541	0.0325995424181471	-2.57873359881022	TRUE	30.8109568807022	29.8104958975484	3	3
"1040"	"P13808"	2.72157535399109	23.2906080734943	6.8657237417386	0.00147140111421622	0.0120922200070719	-0.348754820058475	TRUE	21.249426558001	23.9710019119921	1	3
"1041"	"P13864"	NA	24.2247001231016	NA	NA	NA	NA	NA	24.2247001231016	NA	3	0
"1042"	"P14069"	-0.125114964753547	28.6771422425604	-0.0303108230033112	0.977107292793932	0.987148142800541	-6.62819688722896	FALSE	28.7084209837488	28.5833060189952	3	1
"1043"	"P14094"	NA	26.7262776434399	NA	NA	NA	NA	NA	26.7262776434399	NA	3	0
"1044"	"P14115"	-0.516428508259267	30.992022214967	-1.35338526071471	0.220876339870145	0.348986919959241	-6.0492500805554	FALSE	31.2502364690966	30.7338079608374	3	3
"1045"	"P14131"	-0.559284328334887	30.2553147175496	-1.68926695175958	0.138065852558415	0.248210198954272	-5.62014138975855	FALSE	30.534956881717	29.9756725533821	3	3
"1046"	"P14148"	-1.14255484100005	30.7862954806875	-3.15072563095591	0.0176657646949662	0.0599945930695452	-3.5394327300323	FALSE	31.3575729011876	30.2150180601875	3	3
"1047"	"P14152"	0.324339763314932	30.9552812702257	0.916548223788742	0.391949098953206	0.521359465468049	-6.51958945426402	FALSE	30.7931113885682	31.1174511518832	3	3
"1048"	"P14206"	0.0566841024800783	31.6542087726702	0.260244167704441	0.802683654180121	0.871662714144638	-6.93251440132705	FALSE	31.6258667214302	31.6825508239103	3	3
"1049"	"P14211"	-0.356256597526365	33.2569417107708	-0.994426266601346	0.355401515489575	0.4870524551807	-6.44506117372308	FALSE	33.435070009534	33.0788134120076	3	3
"1050"	"P14404"	NA	23.3690660379147	NA	NA	NA	NA	NA	23.3690660379147	NA	2	0
"1051"	"P14576"	0.142850258934203	28.1350181293639	0.541037978333897	0.606422207977408	0.717310840293276	-6.80739073368658	FALSE	28.0635929998968	28.206443258831	3	3
"1052"	"P14576;E9PXC0"	0.0533372341290485	28.1061745930457	0.216315803762644	0.835338070782397	0.895269870239418	-6.94437443020006	FALSE	28.0795059759811	28.1328432101102	3	3
"1053"	"P14602"	5.94222298474494	28.3628977223737	13.881472490805	1.63982133575943e-05	0.00140460467968296	3.79058356913482	TRUE	24.7975639315267	30.7397869162717	2	3
"1054"	"P14685"	0.515197981514658	29.4793324169875	2.4143423875014	0.0489354160740756	0.12032721911599	-4.5977174785496	FALSE	29.2217334262302	29.7369314077448	3	3
"1055"	"P14733"	-0.932417941978212	29.7916470113213	-1.95468765193091	0.0944769449785892	0.19182217646984	-5.25554302583146	FALSE	30.2578559823104	29.3254380403322	3	3
"1056"	"P14824"	-2.19545007832372	31.7060149478078	-7.87429118832775	0.000144315607949839	0.00346596656219862	1.58649795740513	TRUE	32.8037399869697	30.608289908646	3	3
"1057"	"P14869"	-0.58476988039037	31.388358609368	-2.00893047592561	0.0874010184013585	0.182221691602257	-5.17919263996679	FALSE	31.6807435495632	31.0959736691728	3	3
"1058"	"P14873"	-0.773805745123528	27.8931116936762	-2.97732579315761	0.0223262243949835	0.070840947040141	-3.78558977977758	FALSE	28.280014566238	27.5062088211145	3	3
"1059"	"P14873;Q9QYR6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1060"	"P14901"	0.832922098428566	28.7631050824431	1.42013161432478	0.209367064573477	0.335589465228946	-5.85814472050226	FALSE	28.4299362430717	29.2628583415003	3	2
"1061"	"P15066"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1062"	"P15105"	NA	26.6074046152096	NA	NA	NA	NA	NA	NA	26.6074046152096	0	3
"1063"	"P15116"	-1.73199433195843	26.3438034108863	-2.86221555621353	0.0261370767316491	0.0790110379363552	-3.95042504854346	FALSE	27.2098005768655	25.4778062449071	3	3
"1064"	"P15116;P39038"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"1065"	"P15307"	NA	24.3397482626799	NA	NA	NA	NA	NA	24.3397482626799	NA	3	0
"1066"	"P15327"	NA	24.0457493751804	NA	NA	NA	NA	NA	24.0457493751804	NA	2	0
"1067"	"P15379"	0.376685639209319	28.2364088039327	1.36035919072289	0.218773805885282	0.346786801479408	-6.04083162352891	FALSE	28.0480659843281	28.4247516235374	3	3
